Flag Name,Flag Value,Flag PTS,Flag Location,Category (see tab #2),displayInterval,Author,isKing,Description,UpdateCmd,How to
tri16,DrEuARM62w7m0oEAS4dw,25,scoreboard.hf,tri,380 days,HF Crew,FALSE,Flag from Chuck,Null,
tri17,aU5Dh6nFLJq8Hlm1Ibax,25,scoreboard.hf,tri,381 days,HF Crew,FALSE,Flag from Chuck,Null,
tri18,B9YzPL06BwiHvZHfECcd,25,scoreboard.hf,tri,382 days,HF Crew,FALSE,Flag from Chuck,Null,
tri19,STvyFw0XdE5H6Aps0LtR,25,scoreboard.hf,tri,383 days,HF Crew,FALSE,Flag from Chuck,Null,
tri20,XpFpnsmrn6vR3gHQQffH,25,scoreboard.hf,tri,384 days,HF Crew,FALSE,Flag from Chuck,Null,
tri21,qOYfVOwHQwWg4ACzhfHS,25,scoreboard.hf,tri,385 days,HF Crew,FALSE,Flag from Chuck,Null,
tri22,i280VLMsQXL88I0Xmt4q,25,scoreboard.hf,tri,386 days,HF Crew,FALSE,Flag from Chuck,Null,
tri23,EnpHTk5XjcYkUJMixV75,25,scoreboard.hf,tri,387 days,HF Crew,FALSE,Flag from Chuck,Null,
tri24,D2dBKfO79TuIyAZBIFIM,25,scoreboard.hf,tri,388 days,HF Crew,FALSE,Flag from Chuck,Null,
tri25,V2BatkkhCofdSLGZxUvO,25,scoreboard.hf,tri,389 days,HF Crew,FALSE,Flag from Chuck,Null,
tri26,vYCHFltWYEcB3YALIMf7,25,scoreboard.hf,tri,390 days,HF Crew,FALSE,Flag from Chuck,Null,
tri27,IPigYBzIbBms2V9liO8l,25,scoreboard.hf,tri,391 days,HF Crew,FALSE,Flag from Chuck,Null,
tri28,ZKoPdwnG58dQ5wYR6QIG,25,scoreboard.hf,tri,392 days,HF Crew,FALSE,Flag from Chuck,Null,
tri29,zQCWdw94dmhLEVExL4sj,25,scoreboard.hf,tri,393 days,HF Crew,FALSE,Flag from Chuck,Null,
tri30,XYFemO7X5LkR6iUxL0Pj,25,scoreboard.hf,tri,394 days,HF Crew,FALSE,Flag from Chuck,Null,
tri31,KLnzxIjNwtQlzn4YUWCL,25,scoreboard.hf,tri,395 days,HF Crew,FALSE,Flag from Chuck,Null,
tri32,oXnTFpOuTB1tUGxWABHa,25,scoreboard.hf,tri,396 days,HF Crew,FALSE,Flag from Chuck,Null,
tri33,YZvQk8eZerlsJTrvxzWP,25,scoreboard.hf,tri,397 days,HF Crew,FALSE,Flag from Chuck,Null,
tri34,gCyah0TQu08AZKNspk5R,25,scoreboard.hf,tri,398 days,HF Crew,FALSE,Flag from Chuck,Null,
tri35,Nh0fgSGTdIoyGPIBYdcA,25,scoreboard.hf,tri,399 days,HF Crew,FALSE,Flag from Chuck,Null,
tri36,6sJMAJd9IRL7OPsKOn8a,25,scoreboard.hf,tri,400 days,HF Crew,FALSE,Flag from Chuck,Null,
tri37,SIm6RW4DqHGbNFkZXShk,25,scoreboard.hf,tri,401 days,HF Crew,FALSE,Flag from Chuck,Null,
tri38,olhC2AEJFb7FTm2rCpLE,25,scoreboard.hf,tri,402 days,HF Crew,FALSE,Flag from Chuck,Null,
tri39,LJEVPygPx8dkBIf0lvLC,25,scoreboard.hf,tri,403 days,HF Crew,FALSE,Flag from Chuck,Null,
tri40,eedXX1RKA7fQqeZyBjGs,25,scoreboard.hf,tri,404 days,HF Crew,FALSE,Flag from Chuck,Null,
tri41,kvVtjyDAtBpczdnVQrJa,25,scoreboard.hf,tri,405 days,HF Crew,FALSE,Flag from Chuck,Null,
tri42,VOxO0nozbZ8CiWNMCAsf,25,scoreboard.hf,tri,406 days,HF Crew,FALSE,Flag from Chuck,Null,
tri43,bRGiCCdyW7JqzIORSwZ0,25,scoreboard.hf,tri,407 days,HF Crew,FALSE,Flag from Chuck,Null,
tri44,5hLtPPVathtRRIHvDaj8,25,scoreboard.hf,tri,408 days,HF Crew,FALSE,Flag from Chuck,Null,
tri45,6HWk7FxbsxBqX8MPcbLb,25,scoreboard.hf,tri,409 days,HF Crew,FALSE,Flag from Chuck,Null,
tri46,mpPS6UASJdGOqBznXpho,25,scoreboard.hf,tri,410 days,HF Crew,FALSE,Flag from Chuck,Null,
tri47,Nk4oCbMf44sgXRiiPZPS,25,scoreboard.hf,tri,411 days,HF Crew,FALSE,Flag from Chuck,Null,
tri48,fm6K0YOeVRfiin6wriiP,25,scoreboard.hf,tri,412 days,HF Crew,FALSE,Flag from Chuck,Null,
tri49,AYgLjRuFQZvlZebovvLh,25,scoreboard.hf,tri,413 days,HF Crew,FALSE,Flag from Chuck,Null,
tri50,Dm9jn154fgIWKYnhLvRG,25,scoreboard.hf,tri,414 days,HF Crew,FALSE,Flag from Chuck,Null,
tri51,SSROjJBkUKBQeQkjOdqw,25,scoreboard.hf,tri,415 days,HF Crew,FALSE,Flag from Chuck,Null,
tri52,ebEIdp6i6MEI65U0Cqdl,25,scoreboard.hf,tri,416 days,HF Crew,FALSE,Flag from Chuck,Null,
tri53,arODKefyPOSPHFXTCaAB,25,scoreboard.hf,tri,417 days,HF Crew,FALSE,Flag from Chuck,Null,
tri54,r4G1UhSMbYrM8Od6KE8I,25,scoreboard.hf,tri,418 days,HF Crew,FALSE,Flag from Chuck,Null,
tri55,AEy9k0MeYVRslGonN3GN,25,scoreboard.hf,tri,419 days,HF Crew,FALSE,Flag from Chuck,Null,
